drugtest,age,educate,fulltime,gender,race,married,income,south,sales,construc,othwork,mjuser
no testing program,30,12,yes,female,white,not married,medium or high,no,yes,no,construction or sales,no
no testing program,44,12,no,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,28,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
random testing program,31,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,32,13,yes,female,white,married,low,no,no,no,other occupation,yes
no testing program,32,12,no,female,white,married,medium or high,no,yes,no,construction or sales,yes
no testing program,46,13,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,38,12,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,34,17,yes,male,white,married,medium or high,no,no,no,other occupation,yes
preemployment testing program,22,14,yes,male,white,married,medium or high,no,no,no,other occupation,no
random testing program,33,16,yes,male,white,married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,31,12,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,50,16,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,28,12,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,35,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,39,14,yes,male,white,married,medium or high,no,no,yes,construction or sales,no
no testing program,34,17,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,31,13,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,28,16,yes,male,white,married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,31,12,no,female,white,married,medium or high,no,yes,no,construction or sales,no
no testing program,29,12,no,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,30,13,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,44,16,no,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,24,13,yes,male,white,not married,medium or high,no,no,yes,construction or sales,yes
no testing program,41,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,35,14,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,47,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,25,13,yes,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,47,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,33,13,no,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,31,13,no,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,30,16,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,21,14,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,33,10,no,female,white,married,low,no,yes,no,construction or sales,yes
no testing program,28,13,no,female,white,married,medium or high,no,no,no,other occupation,yes
no testing program,19,13,no,female,white,not married,medium or high,no,yes,no,construction or sales,no
preemployment & random testing program,24,12,no,male,white,not married,medium or high,no,no,no,other occupation,no
no testing program,18,12,no,female,white,not married,low,no,yes,no,construction or sales,no
no testing program,23,12,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,34,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,34,13,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,30,13,yes,male,white,not married,medium or high,no,no,yes,construction or sales,no
no testing program,28,16,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,64,13,no,male,white,married,medium or high,no,no,no,other occupation,no
random testing program,32,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,36,12,yes,male,non-white,married,medium or high,no,no,no,other occupation,no
random testing program,31,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,32,16,no,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,25,12,yes,female,non-white,married,medium or high,no,yes,no,construction or sales,no
no testing program,34,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,29,16,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,25,11,yes,male,white,married,medium or high,no,no,no,other occupation,yes
preemployment testing program,34,9,yes,female,white,married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,20,11,yes,male,white,not married,medium or high,no,no,no,other occupation,yes
preemployment & random testing program,35,9,no,female,white,not married,low,no,no,no,other occupation,yes
no testing program,19,10,yes,female,white,married,medium or high,no,no,no,other occupation,yes
no testing program,31,11,yes,female,white,not married,low,no,no,no,other occupation,no
preemployment testing program,33,14,yes,female,white,married,medium or high,no,no,no,other occupation,no
no testing program,32,12,no,female,white,married,medium or high,no,no,no,other occupation,yes
preemployment & random testing program,33,11,yes,male,non-white,not married,medium or high,no,no,no,other occupation,yes
preemployment & random testing program,33,17,yes,male,white,married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,32,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,23,11,yes,female,white,not married,medium or high,no,no,no,other occupation,yes
no testing program,27,8,no,male,white,not married,medium or high,no,no,yes,construction or sales,no
no testing program,31,16,yes,female,white,married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,43,14,yes,female,white,not married,low,no,no,no,other occupation,no
preemployment & random testing program,27,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
preemployment testing program,21,13,yes,female,non-white,married,medium or high,no,yes,no,construction or sales,no
no testing program,21,13,yes,female,white,not married,medium or high,no,no,no,other occupation,no
no testing program,23,11,yes,male,white,not married,medium or high,no,no,no,other occupation,yes
preemployment testing program,30,10,yes,female,white,not married,low,no,no,no,other occupation,yes
no testing program,25,12,yes,male,white,married,medium or high,no,no,no,other occupation,yes
preemployment testing program,35,7,yes,female,white,not married,medium or high,no,no,no,other occupation,no
preemployment & random testing program,27,12,yes,male,white,married,medium or high,no,no,no,other occupation,no
no testing program,44,17,yes,male,white,married,medium or high,no,no,no,other occupation,yes
no testing program,25,15,yes,female,white,married,medium or high,no,no,no,other occupation,yes
preemployment testing program,25,12,yes,female,white,married,medium or high,no,no,no,other occupation,yes
preemployment testing program,33,12,yes,female,white,married,medium or high,no,no,no,other occupation,no
preemployment testing program,31,12,yes,male,white,not married,medium or high,no,no,yes,construction or sales,yes
